country,latitude,longitude,year,currency_crisis,inflation_crisis,stock_market_crash,sovereign_domestic_debt_crisis,sovereign_external_debt_crisis,banking_crisis,inflation,inflation_pos
"Spain",40,-4,1864,0,0,0,0,1,0,1.2589928,1.258993
"Sweden",62,15,1864,0,0,0,0,0,0,-3.9778393,0
"Switzerland",47,8,1864,1,0,0,0,0,0,-3.9570052,0
"Thailand",15,100,1864,0,0,0,0,0,0,-19.111111,0
"Turkey",39,35,1864,0,0,0,0,0,0,-1.7571885,0
"United Kingdom",54,-2,1864,0,0,0,0,0,0,-1.5920398,0
"United States",38,-97,1864,0,1,1,0,0,0,25.171151,25.17115
"Venezuela",8,-66,1864,0,1,0,0,0,0,32.20339,32.20339
"Argentina",-34,-64,1865,0,0,0,0,0,0,-9.5070423,0
"Australia",-27,133,1865,0,0,0,0,0,0,5,5
"Austria",47.3333,13.3333,1865,0,0,0,0,0,0,-24.182465,0
"Belgium",50.8333,4,1865,0,0,0,0,0,0,1.25,1.25
"Brazil",-10,-55,1865,0,0,0,0,0,0,1.9490255,1.949026
"Chile",-30,-71,1865,0,0,0,0,0,0,-5.5705604,0
"China",35,105,1865,0,0,0,0,0,0,-28.282828,0
"Colombia",4,-72,1865,0,1,0,0,0,0,0,0
"Denmark",56,10,1865,0,0,0,0,0,0,1.1235955,1.123595
"Egypt",27,30,1865,0,0,0,0,0,0,5.9448463,5.944846
"Finland",64,26,1865,0,0,0,0,0,0,2.2727273,2.272727
"France",46,2,1865,0,0,1,0,0,0,-.60483871,0
"Germany",51,9,1865,0,0,0,0,0,0,7.1428571,7.142857
"Greece",39,22,1865,0,0,0,0,1,0,-10.013547,0
"India",20,77,1865,0,0,0,0,0,1,.23410547,.2341055
"Indonesia",-5,120,1865,0,1,0,0,0,0,17.619522,17.61952
"Italy",42.8333,12.8333,1865,0,0,0,0,0,0,-1.2820513,0
"Japan",36,138,1865,0,1,0,0,0,0,73.557484,73.55749
"Korea",37,127.5,1865,0,0,0,0,0,0,-9.375,0
"Netherlands",52.5,5.75,1865,0,0,0,0,0,0,-16.553943,0
"New Zealand",-41,174,1865,0,0,0,0,0,0,.61728395,.6172839
"Norway",62,10,1865,0,0,0,0,0,0,-2.8576028,0
"Peru",-10,-76,1865,0,0,0,0,0,0,10.200927,10.20093
"Poland",52,20,1865,0,0,0,0,0,0,23.601149,23.60115
"Portugal",39.5,-8,1865,0,0,0,0,0,0,-3.75,0
"Spain",40,-4,1865,0,0,0,0,1,0,-4.1740675,0
"Sweden",62,15,1865,0,0,0,0,0,0,-4.2695592,0
"Switzerland",47,8,1865,0,0,0,0,0,0,5.5286476,5.528647
"Thailand",15,100,1865,0,1,0,0,0,0,29.532967,29.53297
"Turkey",39,35,1865,0,0,0,0,0,0,-1.9512195,0
"United Kingdom",54,-2,1865,0,0,1,0,0,0,1.5166835,1.516683
"United States",38,-97,1865,0,0,1,0,0,0,3.7013483,3.701348
"Venezuela",8,-66,1865,0,0,0,0,1,0,-11.538462,0
"Argentina",-34,-64,1866,0,0,0,0,0,0,-9.3385214,0
"Australia",-27,133,1866,0,0,0,0,0,0,0,0
"Austria",47.3333,13.3333,1866,1,1,0,0,0,0,44.633989,44.63399
"Belgium",50.8333,4,1866,0,0,0,0,0,0,-1.2345679,0
"Brazil",-10,-55,1866,0,0,0,0,0,0,1.9117647,1.911765
"Chile",-30,-71,1866,0,0,0,0,0,0,-3.8970325,0
"China",35,105,1866,0,0,0,0,0,1,5.6338028,5.633803
"Colombia",4,-72,1866,0,0,0,0,0,0,1.8987342,1.898734
"Denmark",56,10,1866,0,0,0,0,0,0,3.3333333,3.333333
"Egypt",27,30,1866,0,0,0,0,0,0,5.9419671,5.941967
"Finland",64,26,1866,0,0,0,0,0,0,-7.7124183,0
"France",46,2,1866,0,0,1,0,0,0,5.6795132,5.679513
"Germany",51,9,1866,0,0,1,0,0,0,17.241379,17.24138
"Greece",39,22,1866,0,0,0,0,1,0,10.358778,10.35878
"India",20,77,1866,0,0,0,0,0,1,.65150584,.6515058
"Indonesia",-5,120,1866,0,0,0,0,0,0,5.7583199,5.75832
"Italy",42.8333,12.8333,1866,0,0,0,0,0,1,0,0
"Japan",36,138,1866,0,1,0,0,0,0,151.71854,151.7185
"Korea",37,127.5,1866,0,1,0,0,0,0,25.862069,25.86207
"Netherlands",52.5,5.75,1866,0,0,0,0,0,0,-11.184145,0
"New Zealand",-41,174,1866,0,0,0,0,0,0,-1.2269939,0
"Norway",62,10,1866,0,0,0,0,0,0,5.1126947,5.112695
"Peru",-10,-76,1866,0,0,0,0,0,0,8.0645161,8.064516
"Poland",52,20,1866,0,1,0,0,0,0,-8.9936659,0
"Portugal",39.5,-8,1866,0,0,0,0,0,0,3.8961039,3.896104
"Spain",40,-4,1866,0,0,0,0,1,0,2.502317,2.502317
"Sweden",62,15,1866,0,0,0,0,0,0,1.4103182,1.410318
"Switzerland",47,8,1866,0,0,0,0,0,0,-.73404627,0
"Thailand",15,100,1866,0,0,0,0,0,0,-35.100742,0
"Turkey",39,35,1866,0,0,0,0,0,0,-2.4875622,0
"United Kingdom",54,-2,1866,0,0,1,0,0,1,6.6733068,6.673307
"United States",38,-97,1866,0,0,0,0,0,0,-2.5512081,0
"Venezuela",8,-66,1866,0,0,0,0,1,0,-10.869565,0
"Argentina",-34,-64,1867,0,0,0,0,0,0,2.7896996,2.7897
"Australia",-27,133,1867,0,0,0,0,0,0,-14.285714,0
"Austria",47.3333,13.3333,1867,0,1,0,0,0,0,31.936409,31.93641
"Belgium",50.8333,4,1867,0,0,0,0,0,0,26.25,26.25
"Brazil",-10,-55,1867,0,0,0,0,0,0,9.6681097,9.66811
"Chile",-30,-71,1867,0,0,0,0,0,0,-1.5625,0
"China",35,105,1867,0,0,0,0,0,1,-24.666667,0
"Colombia",4,-72,1867,0,0,0,0,0,0,1.7080745,1.708075
"Denmark",56,10,1867,0,0,0,0,0,0,4.3010753,4.301075
"Egypt",27,30,1867,0,0,0,0,0,0,5.9510623,5.951062
"Finland",64,26,1867,0,0,0,0,0,0,7.082153,7.082153
"France",46,2,1867,0,0,1,0,0,0,5.1823417,5.182342
"Germany",51,9,1867,0,1,1,0,0,0,41.269841,41.26984
"Greece",39,22,1867,0,0,0,0,1,0,9.4081833,9.408183
"India",20,77,1867,0,0,0,0,0,0,-9.4528578,0
"Indonesia",-5,120,1867,0,0,0,0,0,0,-27.520218,0
"Italy",42.8333,12.8333,1867,0,0,0,0,0,0,2.5974026,2.597403
"Japan",36,138,1867,0,0,0,0,0,0,8.7785501,8.77855
"Korea",37,127.5,1867,0,0,0,0,0,0,-12.328767,0
"Netherlands",52.5,5.75,1867,0,0,0,0,0,0,-18.446386,0
"New Zealand",-41,174,1867,0,0,0,0,0,0,1.552795,1.552795
"Norway",62,10,1867,0,0,0,0,0,0,3.1769807,3.176981
"Peru",-10,-76,1867,0,0,0,0,0,0,2.0116807,2.011681
"Poland",52,20,1867,0,1,0,0,0,0,10.154623,10.15462
"Portugal",39.5,-8,1867,0,1,0,0,0,0,6.25,6.25
"Spain",40,-4,1867,0,0,0,0,1,0,3.074141,3.074141
"Sweden",62,15,1867,0,0,0,0,0,0,2.5555688,2.555569
"Switzerland",47,8,1867,0,0,0,0,0,0,-12.667502,0
"Thailand",15,100,1867,0,0,0,0,0,0,-32.843137,0
"Turkey",39,35,1867,0,0,0,0,0,0,-1.3605442,0
"United Kingdom",54,-2,1867,0,0,1,0,0,0,7.8431373,7.843137
"United States",38,-97,1867,0,0,0,0,0,0,-6.8030208,0
"Venezuela",8,-66,1867,0,0,0,0,1,0,5.6910569,5.691057
"Argentina",-34,-64,1868,0,0,0,0,0,0,0,0
"Australia",-27,133,1868,0,0,0,0,0,0,2.7777778,2.777778
"Austria",47.3333,13.3333,1868,0,0,0,0,1,0,-6.6806335,0
"Belgium",50.8333,4,1868,0,0,0,0,0,0,-10.891089,0
"Brazil",-10,-55,1868,1,0,0,0,0,0,1.7105263,1.710526
"Canada",60,-95,1868,0,0,0,0,0,0,-.24937656,0
"Chile",-30,-71,1868,0,0,0,0,0,0,1.5495087,1.549509
"China",35,105,1868,0,0,0,0,0,0,7.2090628,7.209063
"Colombia",4,-72,1868,0,0,0,0,0,0,1.8320611,1.832061
"Denmark",56,10,1868,0,0,0,0,0,0,-1.0309278,0
"Egypt",27,30,1868,0,0,0,0,0,0,5.9494393,5.949439
"Finland",64,26,1868,0,0,0,0,0,0,-1.0582011,0
"France",46,2,1868,0,0,1,0,0,0,1.0948905,1.09489
"Germany",51,9,1868,0,0,0,0,0,0,0,0
"Greece",39,22,1868,0,0,0,0,1,0,-6.374486,0
"India",20,77,1868,0,0,0,0,0,0,-10.898301,0
"Indonesia",-5,120,1868,0,0,0,0,0,0,-7.2028281,0
"Italy",42.8333,12.8333,1868,0,0,0,0,0,1,3.7974684,3.797468
"Japan",36,138,1868,0,0,0,0,0,0,-25.762279,0
"Korea",37,127.5,1868,0,0,0,0,0,0,6.25,6.25
"Netherlands",52.5,5.75,1868,0,0,0,0,0,0,-1.0575873,0
"New Zealand",-41,174,1868,0,0,0,0,0,0,-1.8348624,0
"Norway",62,10,1868,0,0,0,0,0,0,3.1173594,3.117359
"Peru",-10,-76,1868,0,0,0,0,0,0,1.0178117,1.017812
"Poland",52,20,1868,0,0,0,0,0,0,8.1461109,8.146111
"Portugal",39.5,-8,1868,0,0,0,0,0,0,-5.8823529,0
"Spain",40,-4,1868,0,0,0,0,0,0,1.3157895,1.315789
"Sweden",62,15,1868,0,0,0,0,0,0,12.030598,12.0306
"Switzerland",47,8,1868,0,0,0,0,0,0,14.411921,14.41192
"Thailand",15,100,1868,0,1,0,0,0,0,60.583942,60.58394
"Turkey",39,35,1868,0,0,0,0,0,0,0,0
"United Kingdom",54,-2,1868,0,0,0,0,0,0,-3.6363636,0
"United States",38,-97,1868,0,0,0,0,0,0,-3.9367952,0
"Venezuela",8,-66,1868,0,0,0,0,1,0,0,0
"Argentina",-34,-64,1869,0,0,0,0,0,0,-5.6367432,0
"Australia",-27,133,1869,0,0,0,0,0,0,-12.162162,0
"Austria",47.3333,13.3333,1869,0,0,0,0,1,0,-16.91278,0
"Belgium",50.8333,4,1869,0,0,0,0,0,0,0,0
"Brazil",-10,-55,1869,0,0,0,0,0,0,-1.6817594,0
"Canada",60,-95,1869,0,0,0,0,0,0,.875,.875
"Chile",-30,-71,1869,0,0,0,0,0,0,-.03721623,0
"China",35,105,1869,0,0,0,0,0,0,-2.9779059,0
"Colombia",4,-72,1869,0,0,0,0,0,0,1.7991004,1.7991
"Denmark",56,10,1869,0,0,0,0,0,0,-6.25,0
"Egypt",27,30,1869,0,0,0,0,0,0,5.9382849,5.938285
"Finland",64,26,1869,0,0,0,0,0,0,-8.9572193,0
"France",46,2,1869,0,0,0,0,0,0,-6.1371841,0
"Germany",51,9,1869,0,0,0,0,0,0,-18.421053,0
"Greece",39,22,1869,0,0,0,0,1,0,-11.114094,0
"India",20,77,1869,0,0,0,0,0,0,3.1183772,3.118377
"Indonesia",-5,120,1869,0,0,0,0,0,0,6,6
"Italy",42.8333,12.8333,1869,0,0,0,0,0,0,1.2195122,1.219512
"Japan",36,138,1869,0,1,0,0,0,0,36.743728,36.74373
"Korea",37,127.5,1869,0,0,0,0,0,0,1.4705882,1.470588
"Netherlands",52.5,5.75,1869,0,0,0,0,0,0,2.9653127,2.965313
"New Zealand",-41,174,1869,0,0,0,0,0,0,-5.2959502,0
"Norway",62,10,1869,0,0,0,0,0,0,-5.2385892,0
"Peru",-10,-76,1869,0,0,0,0,0,0,.75566751,.7556675
"Poland",52,20,1869,0,0,0,0,0,0,-12.485279,0
"Portugal",39.5,-8,1869,0,0,0,0,0,0,-1.25,0
"Spain",40,-4,1869,0,0,0,0,0,0,-15.411255,0
"Sweden",62,15,1869,0,0,0,0,0,0,-3.9209601,0
"Switzerland",47,8,1869,0,0,0,0,0,0,7.8690152,7.869015
"Thailand",15,100,1869,0,0,0,0,0,0,6.8181818,6.818182
"Turkey",39,35,1869,0,0,0,0,0,0,-9.3103448,0
"United Kingdom",54,-2,1869,0,0,0,0,0,0,-8.3557951,0
"United States",38,-97,1869,0,0,0,0,0,0,-4.0911008,0
"Venezuela",8,-66,1869,0,0,0,0,1,0,-7.6923077,0
"Algeria",28,3,1870,0,0,0,0,0,0,3.4414557,3.441456
"Argentina",-34,-64,1870,0,0,0,0,0,0,4.6460177,4.646018
"Australia",-27,133,1870,0,0,0,0,0,0,10.769231,10.76923
"Austria",47.3333,13.3333,1870,0,1,0,0,1,0,21.471487,21.47149
"Belgium",50.8333,4,1870,0,0,0,0,0,1,3.3333333,3.333333
"Brazil",-10,-55,1870,0,0,0,0,0,0,-6.9736842,0
"Canada",60,-95,1870,0,0,0,0,0,0,-1.1152416,0
"Chile",-30,-71,1870,0,0,0,0,0,0,-1.7125838,0
"China",35,105,1870,0,0,0,0,0,0,-3.0693069,0
"Colombia",4,-72,1870,0,0,0,0,0,0,0,0
"Denmark",56,10,1870,0,0,0,0,0,0,-2.2222222,0
"Egypt",27,30,1870,0,0,0,0,0,0,5.9525826,5.952582
"Finland",64,26,1870,0,0,0,0,0,0,-4.9926579,0
"France",46,2,1870,0,0,0,0,0,0,7.8846154,7.884615
"Germany",51,9,1870,0,0,0,0,0,0,2.8985507,2.898551
"Greece",39,22,1870,0,1,0,0,1,0,21.345047,21.34505
"India",20,77,1870,0,0,0,0,0,0,1.277158,1.277158
"Indonesia",-5,120,1870,0,0,0,0,0,0,-3.885894,0
"Italy",42.8333,12.8333,1870,0,0,0,0,0,0,1.2048193,1.204819
"Japan",36,138,1870,0,0,0,0,0,0,-19.08723,0
"Korea",37,127.5,1870,0,1,0,0,0,0,23.188406,23.18841
"Netherlands",52.5,5.75,1870,0,0,0,0,0,0,-11.975085,0
"New Zealand",-41,174,1870,0,0,0,0,0,0,-4.9342105,0
"Norway",62,10,1870,0,0,0,0,0,0,-3.9017906,0
"Peru",-10,-76,1870,0,0,0,0,0,0,1.8125,1.8125
"Poland",52,20,1870,0,0,0,0,0,0,-8.3178009,0
"Portugal",39.5,-8,1870,0,0,0,0,0,0,-6.3291139,0
"Spain",40,-4,1870,0,0,0,0,0,0,6.1412487,6.141249
"Sweden",62,15,1870,0,0,0,0,0,0,-9.3248627,0
"Switzerland",47,8,1870,0,0,0,0,0,1,-5.1879936,0
"Thailand",15,100,1870,0,0,0,0,0,0,-23.262411,0
"Turkey",39,35,1870,0,0,0,0,0,0,13.307985,13.30798
"United Kingdom",54,-2,1870,0,0,0,0,0,0,.49019608,.4901961
"United States",38,-97,1870,0,0,0,0,0,0,-4.2656113,0
"Venezuela",8,-66,1870,0,0,0,0,1,0,13.333333,13.33333
"Algeria",28,3,1871,0,0,0,0,0,0,14.14914,14.14914
"Argentina",-34,-64,1871,0,0,0,0,0,0,7.1881607,7.188161
"Australia",-27,133,1871,0,0,0,0,0,0,1.3888889,1.388889
"Austria",47.3333,13.3333,1871,0,0,0,0,0,0,12.815695,12.81569
"Belgium",50.8333,4,1871,0,0,0,0,0,1,12.903226,12.90323
"Brazil",-10,-55,1871,0,0,0,0,0,0,7.4964639,7.496464
"Canada",60,-95,1871,0,0,0,0,0,0,2.9639175,2.963917
"Chile",-30,-71,1871,0,0,0,0,0,0,-.49242424,0
"China",35,105,1871,0,0,0,0,0,0,1.9407559,1.940756
"Colombia",4,-72,1871,0,0,0,0,0,0,2.7982327,2.798233
"Denmark",56,10,1871,0,0,0,0,0,0,3.4090909,3.409091
"Egypt",27,30,1871,0,0,0,0,0,0,12.978502,12.9785
"Finland",64,26,1871,0,0,0,0,0,0,6.4914992,6.491499
"France",46,2,1871,0,0,0,0,0,0,7.1301248,7.130125
"Germany",51,9,1871,0,0,0,0,0,0,17.142857,17.14286
"Greece",39,22,1871,0,0,0,0,1,0,17.28335,17.28335
"India",20,77,1871,0,0,0,0,0,0,-18.031599,0
"Indonesia",-5,120,1871,0,0,0,0,0,0,3.2133676,3.213368
"Italy",42.8333,12.8333,1871,0,0,0,0,0,0,3.5714286,3.571429
"Japan",36,138,1871,0,0,0,0,0,0,-16.13038,0
"Korea",37,127.5,1871,0,0,0,0,0,0,-4.7058824,0
"Netherlands",52.5,5.75,1871,0,0,0,0,0,0,6.9618808,6.961881
"New Zealand",-41,174,1871,0,0,0,0,0,0,5.5363322,5.536332
"Norway",62,10,1871,0,0,0,0,0,0,1.0008137,1.000814
"Peru",-10,-76,1871,0,0,0,0,0,0,.85942296,.859423
"Poland",52,20,1871,0,0,0,0,0,0,27.399942,27.39994
"Portugal",39.5,-8,1871,0,0,0,0,0,0,-2.7027027,0
"Spain",40,-4,1871,0,0,0,0,0,0,-2.6036644,0
"Sweden",62,15,1871,0,0,0,0,0,0,1.1518822,1.151882
"Switzerland",47,8,1871,0,0,0,0,0,0,8.845609,8.845609
"Thailand",15,100,1871,0,1,0,0,0,0,22.365989,22.36599
"Turkey",39,35,1871,0,0,0,0,0,0,-4.1946309,0
"United Kingdom",54,-2,1871,0,0,0,0,0,0,2.8210117,2.821012
"United States",38,-97,1871,0,0,0,0,0,0,-6.3696218,0
"Uruguay",-33,-56,1871,0,0,0,0,0,0,4.7204969,4.720497
"Venezuela",8,-66,1871,0,0,0,0,1,0,13.970588,13.97059
"Algeria",28,3,1872,0,0,0,0,0,0,-3.718593,0
"Argentina",-34,-64,1872,0,0,0,0,0,0,17.554241,17.55424
"Australia",-27,133,1872,0,0,0,0,0,0,1.369863,1.369863
"Austria",47.3333,13.3333,1872,0,0,0,0,0,0,3.716812,3.716812
"Belgium",50.8333,4,1872,0,0,0,0,0,0,-4.7619048,0
"Brazil",-10,-55,1872,0,0,0,0,0,0,-1.7105263,0
"Canada",60,-95,1872,0,0,0,0,0,0,9.261577,9.261577
"Chile",-30,-71,1872,0,0,0,0,0,0,5.5957366,5.595737
"China",35,105,1872,0,0,0,0,0,0,-.70140281,0
"Colombia",4,-72,1872,0,0,0,0,0,0,18.911175,18.91117
"Denmark",56,10,1872,0,0,0,0,0,0,-1.0989011,0
"Egypt",27,30,1872,0,0,0,0,0,0,-4.2017401,0
"Finland",64,26,1872,0,0,0,0,0,0,7.256894,7.256894
"France",46,2,1872,0,0,0,0,0,0,-7.1547421,0
"Germany",51,9,1872,2,0,0,0,0,0,-10.526316,0
"Greece",39,22,1872,0,0,0,0,1,0,-14.809382,0
"India",20,77,1872,0,0,0,0,0,0,10.786914,10.78691
"Indonesia",-5,120,1872,0,1,0,0,0,0,35.673044,35.67305
"Italy",42.8333,12.8333,1872,0,0,0,0,0,0,12.643678,12.64368
"Japan",36,138,1872,0,0,0,0,0,0,-26.90583,0
"Korea",37,127.5,1872,0,0,0,0,0,0,4.9382716,4.938272
"Myanmar",22,98,1872,0,0,0,0,0,0,-1.0128913,0
"Netherlands",52.5,5.75,1872,0,0,0,0,0,0,18.03955,18.03955
"New Zealand",-41,174,1872,0,0,0,0,0,0,2.9508197,2.95082
"Norway",62,10,1872,0,0,0,0,0,0,5.6050051,5.605005
"Peru",-10,-76,1872,0,0,0,0,0,1,2.4954352,2.495435
"Poland",52,20,1872,0,0,0,0,0,0,5.82085,5.82085
"Portugal",39.5,-8,1872,0,0,0,0,0,0,0,0
"Spain",40,-4,1872,0,0,0,0,0,0,-4.3564356,0
"Sweden",62,15,1872,0,0,0,0,0,0,9.4036159,9.403616
"Switzerland",47,8,1872,0,0,0,0,0,0,-.91294659,0
"Thailand",15,100,1872,0,0,0,0,0,0,1.0574018,1.057402
"Turkey",39,35,1872,0,0,0,0,0,0,6.8301226,6.830122
"United Kingdom",54,-2,1872,0,0,0,0,0,0,4.2573321,4.257332
"United States",38,-97,1872,0,0,0,0,0,0,0,0
"Uruguay",-33,-56,1872,0,0,0,0,0,0,1.7793594,1.779359
"Venezuela",8,-66,1872,0,0,0,0,1,0,14.193548,14.19355
"Algeria",28,3,1873,0,0,0,0,0,0,11.203897,11.2039
"Argentina",-34,-64,1873,0,0,0,0,0,0,0,0
"Australia",-27,133,1873,0,0,0,0,0,0,6.7567568,6.756757
"Austria",47.3333,13.3333,1873,0,0,0,0,0,1,15.79979,15.79979
"Belgium",50.8333,4,1873,0,0,0,0,0,0,3.677675,3.677675
"Brazil",-10,-55,1873,0,0,0,0,0,0,3.480589,3.480589
"Canada",60,-95,1873,0,0,0,0,0,1,-.80183276,0
"Chile",-30,-71,1873,0,0,0,0,0,0,6.5248738,6.524874
"China",35,105,1873,0,0,0,0,0,1,2.1190716,2.119072
"Colombia",4,-72,1873,0,0,0,0,1,0,10.240964,10.24096
"Denmark",56,10,1873,0,0,0,0,0,0,11.111111,11.11111
"Egypt",27,30,1873,0,0,0,0,0,0,-4.1718969,0
"Finland",64,26,1873,0,0,0,0,0,0,0,0
"France",46,2,1873,0,0,0,0,0,0,4.6594982,4.659498
"Germany",51,9,1873,0,0,1,0,0,0,22.222222,22.22222
"Greece",39,22,1873,0,0,0,0,1,0,-9.643518,0
"India",20,77,1873,0,0,0,0,0,0,3.8627294,3.86273
"Indonesia",-5,120,1873,0,0,0,0,0,0,-1.2850467,0
"Italy",42.8333,12.8333,1873,0,0,0,0,0,0,6.122449,6.122449
"Japan",36,138,1873,0,0,0,0,0,0,1.4996592,1.499659
"Korea",37,127.5,1873,0,0,0,0,0,0,-4.7058824,0
"Myanmar",22,98,1873,0,0,0,0,0,0,1.2093023,1.209302
"Netherlands",52.5,5.75,1873,0,0,0,0,0,0,1.0124141,1.012414
"New Zealand",-41,174,1873,0,0,0,0,0,0,-4.7770701,0
"Norway",62,10,1873,0,0,0,0,0,0,5.3096991,5.309699
"Peru",-10,-76,1873,0,0,0,0,0,1,2.5534442,2.553444
"Poland",52,20,1873,0,0,0,0,0,0,6.1195087,6.119509
"Portugal",39.5,-8,1873,0,0,0,0,0,0,31.944444,31.94444
"Spain",40,-4,1873,0,0,0,0,0,0,2.3809524,2.380952
"Sweden",62,15,1873,0,0,0,0,0,0,9.0138427,9.013843
"Switzerland",47,8,1873,0,0,0,0,0,0,2.8729908,2.872991
"Thailand",15,100,1873,0,0,0,0,0,0,-23.467862,0
"Turkey",39,35,1873,0,0,0,0,0,0,8.5245902,8.52459
"United Kingdom",54,-2,1873,0,0,0,0,0,0,.72595281,.7259528
"United States",38,-97,1873,0,0,0,1,0,1,-2.0441537,0
"Uruguay",-33,-56,1873,0,0,0,0,0,0,2.7972028,2.797203
"Venezuela",8,-66,1873,0,0,0,0,1,0,-7.3446328,0
"Algeria",28,3,1874,0,0,0,0,0,0,-3.8485607,0
"Argentina",-34,-64,1874,0,0,0,0,0,0,-2.3489933,0
"Australia",-27,133,1874,0,0,0,0,0,0,-8.8607595,0
"Austria",47.3333,13.3333,1874,0,0,0,0,0,0,-10.494331,0
"Belgium",50.8333,4,1874,0,0,0,0,0,0,-.40431696,0
"Brazil",-10,-55,1874,0,0,0,0,0,0,-10.349288,0
"Canada",60,-95,1874,0,0,0,0,0,0,-2.6558891,0
"Chile",-30,-71,1874,0,0,0,0,0,0,4.4670051,4.467005
"China",35,105,1874,0,0,0,0,0,0,-11.956522,0
"Colombia",4,-72,1874,0,0,0,0,0,0,9.3989071,9.398907
"Denmark",56,10,1874,0,0,0,0,0,0,4,4
"Egypt",27,30,1874,0,0,0,0,0,0,1.5564802,1.55648
"Finland",64,26,1874,0,0,0,0,0,0,7.9837618,7.983762
"France",46,2,1874,0,0,0,0,0,0,-2.739726,0
"Germany",51,9,1874,0,0,1,0,0,0,7.5,7.5
"Greece",39,22,1874,0,0,0,0,1,0,11.386892,11.38689
"India",20,77,1874,0,0,0,0,0,0,10.40418,10.40418
"Indonesia",-5,120,1874,0,0,0,0,0,0,-.92983939,0
"Italy",42.8333,12.8333,1874,0,0,0,0,0,0,2.4038462,2.403846
"Japan",36,138,1874,0,1,0,0,0,0,16.218939,16.21894
"Korea",37,127.5,1874,0,0,0,0,0,0,-11.111111,0
"Myanmar",22,98,1874,0,0,0,0,0,0,19.025735,19.02574
"Netherlands",52.5,5.75,1874,0,0,0,0,0,0,.22670326,.2267033
"New Zealand",-41,174,1874,0,0,0,0,0,0,1.6722408,1.672241
"Norway",62,10,1874,0,0,0,0,0,0,3.1932686,3.193269
"Poland",52,20,1874,0,0,0,0,0,0,2.1479431,2.147943
"Portugal",39.5,-8,1874,0,0,0,0,0,0,-17.894737,0
"Spain",40,-4,1874,0,0,0,0,0,0,3.033367,3.033367
"Sweden",62,15,1874,0,0,0,0,0,0,9.2331922,9.233192
"Switzerland",47,8,1874,0,0,0,0,0,0,5.1849466,5.184947
"Thailand",15,100,1874,0,0,0,0,0,0,1.953125,1.953125
"Turkey",39,35,1874,0,0,0,0,0,0,-8.6102719,0
"United Kingdom",54,-2,1874,0,0,0,0,0,0,-4.5045045,0
"United States",38,-97,1874,0,0,0,1,0,0,-4.8580968,0
"Uruguay",-33,-56,1874,0,0,0,0,0,0,-.56689342,0
"Venezuela",8,-66,1874,0,0,0,0,1,0,1.8292683,1.829268
"Algeria",28,3,1875,0,0,0,0,0,0,-20.924178,0
"Argentina",-34,-64,1875,0,0,0,0,0,0,-3.4364261,0
"Australia",-27,133,1875,0,0,0,0,0,0,4.1666667,4.166667
"Austria",47.3333,13.3333,1875,0,0,0,0,0,0,-23.615858,0
"Belgium",50.8333,4,1875,0,0,0,0,0,0,-4.7219447,0
"Brazil",-10,-55,1875,0,0,0,0,0,0,7.7922078,7.792208
"Canada",60,-95,1875,0,0,0,0,0,0,-4.3890866,0
"Chile",-30,-71,1875,0,0,0,0,0,0,-2.1379981,0
"China",35,105,1875,0,0,0,0,0,0,-10.10101,0
"Colombia",4,-72,1875,0,0,0,0,0,0,9.2907093,9.290709
"Denmark",56,10,1875,0,0,0,0,0,0,-3.8461538,0
"Egypt",27,30,1875,0,0,0,0,0,0,-8.5280728,0
"Finland",64,26,1875,0,0,0,0,0,0,0,0
"France",46,2,1875,0,0,0,0,0,0,-4.5774648,0
"Germany",51,9,1875,0,0,1,0,0,0,-16.86747,0
"Greece",39,22,1875,0,0,0,0,1,0,2.5820855,2.582086
"India",20,77,1875,0,0,0,0,0,0,-11.957127,0
"Indonesia",-5,120,1875,0,0,0,0,0,0,-11.006826,0
"Italy",42.8333,12.8333,1875,0,0,0,0,0,0,-14.553991,0
"Japan",36,138,1875,0,0,0,0,0,0,10.372725,10.37272
"Korea",37,127.5,1875,0,0,0,0,0,0,-15.277778,0
"Myanmar",22,98,1875,0,0,0,0,0,0,-29.343629,0
"Netherlands",52.5,5.75,1875,0,0,0,0,0,0,-13.220238,0
"New Zealand",-41,174,1875,0,0,0,0,0,0,-2.9605263,0
"Norway",62,10,1875,0,0,0,0,0,0,1.3843838,1.384384
"Poland",52,20,1875,0,0,0,0,0,0,-5.3263027,0
"Portugal",39.5,-8,1875,0,0,0,0,0,0,1.2820513,1.282051
"Spain",40,-4,1875,0,0,0,0,0,0,-.98135427,0
"Sweden",62,15,1875,0,0,0,0,0,0,-4.4156078,0
"Switzerland",47,8,1875,0,0,0,0,0,0,8.4415453,8.441545
"Thailand",15,100,1875,0,0,0,0,0,0,1.7241379,1.724138
"Turkey",39,35,1875,0,0,0,0,0,0,-7.6033058,0
"United Kingdom",54,-2,1875,0,0,0,0,0,0,-1.509434,0
"United States",38,-97,1875,0,0,1,1,0,0,-3.6497631,0
"Uruguay",-33,-56,1875,0,0,0,0,0,0,2.622577,2.622577
"Venezuela",8,-66,1875,0,0,0,0,1,0,-2.3952096,0
"Algeria",28,3,1876,0,0,0,0,0,0,-1.7695473,0
"Argentina",-34,-64,1876,0,0,0,0,0,0,2.3131673,2.313167
"Australia",-27,133,1876,0,0,0,0,0,0,1.3333333,1.333333
"Austria",47.3333,13.3333,1876,0,1,0,0,0,0,113.81059,113.8106
